property_id,location,property_type,price,bedrooms,bathrooms,square_feet,listing_date,description
B-0450,Phoenix,Loft,817901.33,2,1.0,2681,2024-02-01,Sample property 450 from Source B. Located in a prime area with great amenities.
B-0451,Miami,Apartment,868753.25,5,2.5,3741,2022-06-20,Sample property 451 from Source B. Located in a prime area with great amenities.
B-0452,San Diego,Condo,690710.22,4,3.5,2648,2022-03-11,Sample property 452 from Source B. Located in a prime area with great amenities.
B-0453,Miami,Townhouse,474781.22,1,4.0,2690,2024-09-21,Sample property 453 from Source B. Located in a prime area with great amenities.
B-0454,Phoenix,House,1004086.55,1,1.0,3540,2024-07-05,Sample property 454 from Source B. Located in a prime area with great amenities.
B-0455,Phoenix,Townhouse,1524238.97,2,2.0,3216,2022-08-21,Sample property 455 from Source B. Located in a prime area with great amenities.
B-0456,San Diego,Apartment,1325562.37,1,1.5,2722,2023-02-21,Sample property 456 from Source B. Located in a prime area with great amenities.
B-0457,Phoenix,House,1000009.07,3,2.0,1440,2024-07-24,Sample property 457 from Source B. Located in a prime area with great amenities.
B-0458,Miami,Apartment,1103993.57,4,4.0,1631,2022-08-02,Sample property 458 from Source B. Located in a prime area with great amenities.
B-0459,Los Angeles,Apartment,549607.52,1,4.0,2337,2025-06-08,Sample property 459 from Source B. Located in a prime area with great amenities.
B-0460,Dallas,Condo,1062286.48,1,2.5,653,2025-01-27,Sample property 460 from Source B. Located in a prime area with great amenities.
B-0461,Dallas,House,1139794.14,6,1.0,2515,2025-06-23,Sample property 461 from Source B. Located in a prime area with great amenities.
B-0462,Los Angeles,Condo,1794035.36,4,2.5,2192,2022-04-10,Sample property 462 from Source B. Located in a prime area with great amenities.
B-0463,Atlanta,Loft,1664454.58,4,4.0,1421,2022-03-13,Sample property 463 from Source B. Located in a prime area with great amenities.
B-0464,Dallas,Apartment,1488868.65,2,3.0,1821,2024-09-04,Sample property 464 from Source B. Located in a prime area with great amenities.
B-0465,Miami,Condo,1616392.37,3,4.0,1377,2023-02-07,Sample property 465 from Source B. Located in a prime area with great amenities.
B-0466,Portland,Townhouse,599091.25,5,1.5,3328,2024-08-07,Sample property 466 from Source B. Located in a prime area with great amenities.
B-0467,San Diego,Apartment,357677.02,3,2.0,1925,2022-06-17,Sample property 467 from Source B. Located in a prime area with great amenities.
B-0468,San Diego,Condo,481421.14,4,2.5,2877,2022-06-25,Sample property 468 from Source B. Located in a prime area with great amenities.
B-0469,San Diego,Loft,835900.45,5,3.0,2651,2025-11-10,Sample property 469 from Source B. Located in a prime area with great amenities.
B-0470,Dallas,House,280363.17,4,2.5,3086,2024-06-01,Sample property 470 from Source B. Located in a prime area with great amenities.
B-0471,Phoenix,Condo,803520.16,5,1.5,1851,2024-12-20,Sample property 471 from Source B. Located in a prime area with great amenities.
B-0472,Phoenix,Townhouse,445798.38,1,1.0,3715,2025-06-17,Sample property 472 from Source B. Located in a prime area with great amenities.
B-0473,Phoenix,Loft,1500409.24,2,2.5,955,2024-12-16,Sample property 473 from Source B. Located in a prime area with great amenities.
B-0474,Miami,Loft,996796.97,2,3.5,2141,2025-11-14,Sample property 474 from Source B. Located in a prime area with great amenities.
B-0475,Phoenix,Townhouse,904808.47,6,1.5,2365,2025-02-14,Sample property 475 from Source B. Located in a prime area with great amenities.
B-0476,Los Angeles,Apartment,478484.94,2,1.0,3467,2025-07-02,Sample property 476 from Source B. Located in a prime area with great amenities.
B-0477,San Diego,Townhouse,1505483.76,5,2.0,1308,2024-11-03,Sample property 477 from Source B. Located in a prime area with great amenities.
B-0478,San Diego,Townhouse,329800.33,3,1.5,2677,2025-01-02,Sample property 478 from Source B. Located in a prime area with great amenities.
B-0479,Portland,House,263622.21,6,1.5,3496,2022-01-27,Sample property 479 from Source B. Located in a prime area with great amenities.
B-0480,Dallas,House,1584087.07,4,2.5,793,2022-02-23,Sample property 480 from Source B. Located in a prime area with great amenities.
B-0481,Dallas,Condo,1669718.99,5,3.5,2149,2024-01-04,Sample property 481 from Source B. Located in a prime area with great amenities.
B-0482,San Diego,Apartment,258728.8,4,1.5,1306,2025-10-16,Sample property 482 from Source B. Located in a prime area with great amenities.
B-0483,Los Angeles,House,1322630.1,6,2.0,2610,2022-08-25,Sample property 483 from Source B. Located in a prime area with great amenities.
B-0484,Miami,Loft,705447.53,6,3.5,1301,2025-01-01,Sample property 484 from Source B. Located in a prime area with great amenities.
B-0485,Atlanta,Condo,1739129.4,5,1.5,3127,2024-01-05,Sample property 485 from Source B. Located in a prime area with great amenities.
B-0486,Phoenix,Apartment,342412.2,4,3.0,1416,2022-10-21,Sample property 486 from Source B. Located in a prime area with great amenities.
B-0487,San Diego,Townhouse,744223.52,3,2.5,1197,2025-01-02,Sample property 487 from Source B. Located in a prime area with great amenities.
B-0488,Atlanta,Townhouse,568545.25,5,2.0,1904,2022-04-22,Sample property 488 from Source B. Located in a prime area with great amenities.
B-0489,Atlanta,Townhouse,1476355.22,5,4.0,980,2025-08-18,Sample property 489 from Source B. Located in a prime area with great amenities.
B-0490,Dallas,Townhouse,1598590.35,5,3.0,2862,2022-11-09,Sample property 490 from Source B. Located in a prime area with great amenities.
B-0491,Dallas,Loft,762741.64,6,4.0,3296,2025-12-15,Sample property 491 from Source B. Located in a prime area with great amenities.
B-0492,Portland,Loft,1312227.47,2,1.0,1588,2025-03-11,Sample property 492 from Source B. Located in a prime area with great amenities.
B-0493,Atlanta,House,1611772.82,2,2.5,3122,2023-02-25,Sample property 493 from Source B. Located in a prime area with great amenities.
B-0494,Portland,Townhouse,651935.57,6,1.5,1041,2022-01-22,Sample property 494 from Source B. Located in a prime area with great amenities.
B-0495,San Diego,Loft,280501.18,6,2.5,1571,2023-06-11,Sample property 495 from Source B. Located in a prime area with great amenities.
B-0496,Dallas,Loft,335537.75,5,4.0,1002,2022-03-10,Sample property 496 from Source B. Located in a prime area with great amenities.
B-0497,San Diego,Loft,845940.56,1,3.0,1951,2024-10-08,Sample property 497 from Source B. Located in a prime area with great amenities.
B-0498,Los Angeles,Apartment,1451688.26,2,1.5,921,2025-04-26,Sample property 498 from Source B. Located in a prime area with great amenities.
B-0499,Miami,Apartment,899266.54,3,3.5,3484,2025-12-21,Sample property 499 from Source B. Located in a prime area with great amenities.
B-0500,Atlanta,Townhouse,1567212.1,5,2.0,844,2025-12-22,Sample property 500 from Source B. Located in a prime area with great amenities.
